Scenario,LoadLevel,Battery,CCGT_1,CCGT_2,CCGT_3,CCGT_4,CCGT_5,CCGT_6,CCGT_7,CCGT_8,Nuclear_1,Nuclear_2,OCGT_1,PumpedHydro,SolarPV_1,SolarPV_2,StorageHydro,WindFarm_1,WindFarm_2
sc01,01-16 18:00:00+01:00,0.1,0.2,0.12000000000000002,0.25,0.15,0.3,0.3,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.0,0.008113685658000608,0.002081324425,0.001387549617,0.0,1.0626428639999999,0.7084285763
sc01,01-16 19:00:00+01:00,0.1,0.2,0.12000000000000002,0.25,0.12930064810000114,0.3,0.3,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,1.0598060109999998,0.7065373409
sc01,01-16 20:00:00+01:00,0.0,0.2,0.020121461499999826,0.25,0.0,0.3,0.3,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,1.0331919230000002,0.6887946155
sc01,01-16 21:00:00+01:00,0.0,0.2,0.0,0.0,0.0,0.3,0.3,0.3426530383000004,0.14,0.35000000000000003,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,1.028413177,0.6856087847
sc01,01-16 22:00:00+01:00,0.0,0.1769059181999998,0.0,0.0,0.0,0.3,0.3,0.14,0.14,0.35000000000000003,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,1.0204926490000001,0.6803284328
sc01,01-16 23:00:00+01:00,0.0,0.08,0.0,0.0,0.0,0.12,0.13192686469999998,0.14,0.14,0.35000000000000003,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0.9640794812000001,0.6427196541
sc01,01-17 00:00:00+01:00,0.0,0.08,0.0,0.0,0.0,0.12,0.12,0.14,0.14,0.35000000000000003,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0.9321717426,0.6214478284
sc01,01-17 01:00:00+01:00,0.0,0.08,0.0,0.0,0.0,0.12,0.12,0.14,0.14,0.35000000000000003,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0.8591527429,0.5727684952
sc01,01-17 02:00:00+01:00,0.0,0.08,0.0,0.0,0.0,0.12,0.12,0.14,0.14,0.35000000000000003,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0.8411901393000001,0.5607934262000001
sc01,01-17 03:00:00+01:00,0.0,0.08,0.0,0.0,0.0,0.12,0.12,0.14,0.14,0.35000000000000003,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0.8818959341,0.5879306227
sc01,01-17 04:00:00+01:00,0.0,0.08,0.0,0.0,0.0,0.12,0.26142234869999953,0.14,0.14,0.35000000000000003,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0.8815671908000001,0.5877114605
sc01,01-17 05:00:00+01:00,0.0,0.2,0.0,0.0,0.0,0.3,0.3,0.1992674687,0.14,0.35000000000000003,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0.9023511188,0.6015674125
sc01,01-17 06:00:00+01:00,0.0,0.2,0.0,0.15,0.0,0.3,0.3,0.35000000000000003,0.1661674862000001,0.35000000000000003,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0.9693231083,0.6462154055
sc01,01-17 07:00:00+01:00,0.0,0.2,0.0,0.15,0.0,0.3,0.3,0.35000000000000003,0.3066232680000003,0.35000000000000003,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,1.060550839,0.7070338930000001
sc01,01-17 08:00:00+01:00,0.0,0.2,0.12000000000000002,0.15,0.007205492750000181,0.3,0.3,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.0,0.0,0.0049632111900000005,0.0033088074600000003,0.0,1.050659693,0.7004397956
sc01,01-17 09:00:00+01:00,0.0,0.2,0.0,0.15,0.0,0.3,0.3,0.35000000000000003,0.34850544204999956,0.35000000000000003,0.35000000000000003,0.0,0.0,0.08923929891,0.05949286594,0.0,1.064832236,0.7098881571
sc01,01-17 10:00:00+01:00,0.0,0.2,0.0,0.08328430170000004,0.0,0.3,0.3,0.35000000000000003,0.14,0.35000000000000003,0.35000000000000003,0.0,0.0,0.239244935,0.1594966233,0.0,1.054158084,0.702772056
sc01,01-17 11:00:00+01:00,0.0,0.1975769475000001,0.0,0.0,0.0,0.3,0.3,0.14,0.14,0.35000000000000003,0.35000000000000003,0.0,0.0,0.35120313470000003,0.2341354231,0.0,1.069755897,0.7131705977
sc01,01-17 12:00:00+01:00,0.0,0.08,0.0,0.0,0.0,0.2186603107000003,0.3,0.14,0.14,0.35000000000000003,0.35000000000000003,0.0,0.0,0.4197585886,0.2798390591,0.0,1.041895825,0.6945972166000001
sc01,01-17 13:00:00+01:00,0.0,0.08,0.0,0.0,0.0,0.12,0.22003457909999974,0.14,0.14,0.35000000000000003,0.35000000000000003,0.0,0.0,0.4537135057,0.30247567049999996,0.0,1.028212347,0.6854748977
sc01,01-17 14:00:00+01:00,0.0,0.08,0.0,0.0,0.0,0.12,0.17436131930000015,0.14,0.14,0.35000000000000003,0.35000000000000003,0.0,0.0,0.47096750550000005,0.313978337,0.0,0.9997925029000001,0.6665283353
sc01,01-17 15:00:00+01:00,0.0,0.08,0.0,0.0,0.0,0.12,0.2454695901000003,0.14,0.14,0.35000000000000003,0.35000000000000003,0.0,0.0,0.41771970900000005,0.278479806,0.0,1.015441137,0.6769607579
